Border,Date,Measure,Value,Average
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Empty,38467,37167
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Empty,29806,28053
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Full,27670,22073
US-Mexico Border,02/01/2006 12:00:00 AM,Buses,18938,18961
US-Canada Border,02/01/2006 12:00:00 AM,Pedestrians,18189,20149
US-Canada Border,02/01/2006 12:00:00 AM,Train Passengers,10902,12987
US-Canada Border,02/01/2006 12:00:00 AM,Buses,8227,8428
US-Canada Border,02/01/2006 12:00:00 AM,Trains,2500,2554
US-Mexico Border,02/01/2006 12:00:00 AM,Train Passengers,1648,1011
US-Mexico Border,02/01/2006 12:00:00 AM,Trains,741,673
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,14152069,14543204
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicles,7105436,6485196
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,4018713,4453855
US-Mexico Border,02/01/2005 12:00:00 AM,Pedestrians,3751922,3722613
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicles,2002740,2166080
US-Canada Border,02/01/2005 12:00:00 AM,Trucks,528576,498634
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Full,439088,359091
US-Mexico Border,02/01/2005 12:00:00 AM,Trucks,366633,373516
US-Mexico Border,02/01/2005 12:00:00 AM,Bus Passengers,242777,235674
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Full,236832,227679
US-Canada Border,02/01/2005 12:00:00 AM,Bus Passengers,222414,186816
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Empty,128703,138515
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Full,124427,101149
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Empty,74752,79547
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Empty,38299,37133
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Empty,29488,28009
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Full,25814,21959
US-Canada Border,02/01/2005 12:00:00 AM,Pedestrians,21018,20123
US-Mexico Border,02/01/2005 12:00:00 AM,Buses,19845,18935
US-Canada Border,02/01/2005 12:00:00 AM,Train Passengers,10858,13051
US-Canada Border,02/01/2005 12:00:00 AM,Buses,8988,8411
US-Canada Border,02/01/2005 12:00:00 AM,Trains,2579,2554
US-Mexico Border,02/01/2005 12:00:00 AM,Train Passengers,1358,1001
US-Mexico Border,02/01/2005 12:00:00 AM,Trains,682,673
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,14798054,14535240
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicles,7182510,6463405
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,4149933,4463353
US-Mexico Border,02/01/2004 12:00:00 AM,Pedestrians,4010017,3713632
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicles,2134564,2167065
US-Canada Border,02/01/2004 12:00:00 AM,Trucks,544406,497204
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Full,453693,356135
US-Mexico Border,02/01/2004 12:00:00 AM,Trucks,354664,374105
US-Mexico Border,02/01/2004 12:00:00 AM,Bus Passengers,259904,234916
US-Canada Border,02/01/2004 12:00:00 AM,Bus Passengers,249551,184856
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Full,226656,227711
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Empty,131297,138741
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Full,119334,100580
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Empty,79017,79564
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Empty,35354,37189
US-Canada Border,02/01/2004 12:00:00 AM,Pedestrians,29814,19820
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Empty,25502,28087
US-Mexico Border,02/01/2004 12:00:00 AM,Buses,22036,18838
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Full,20586,22002
US-Canada Border,02/01/2004 12:00:00 AM,Train Passengers,12784,13060
US-Canada Border,02/01/2004 12:00:00 AM,Buses,10413,8348
US-Canada Border,02/01/2004 12:00:00 AM,Trains,2644,2551
US-Mexico Border,02/01/2004 12:00:00 AM,Train Passengers,977,1001
US-Mexico Border,02/01/2004 12:00:00 AM,Trains,603,675
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicle Passengers,14387030,14540021
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicles,6738511,6454530
US-Canada Border,02/01/2003 12:00:00 AM,Personal Vehicle Passengers,4023446,4477544
US-Mexico Border,02/01/2003 12:00:00 AM,Pedestrians,4004238,3704257
US-Canada Border,02/01/2003 12:00:00 AM,Personal Vehicles,2006187,2172255
US-Canada Border,02/01/2003 12:00:00 AM,Trucks,540671,495802
US-Canada Border,02/01/2003 12:00:00 AM,Truck Containers Full,457046,352880
US-Mexico Border,02/01/2003 12:00:00 AM,Trucks,338432,375255
US-Mexico Border,02/01/2003 12:00:00 AM,Bus Passengers,331224,231810
US-Canada Border,02/01/2003 12:00:00 AM,Bus Passengers,241792,183019
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Full,205674,228422
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Empty,134962,138863
US-Canada Border,02/01/2003 12:00:00 AM,Rail Containers Full,113102,100176
US-Canada Border,02/01/2003 12:00:00 AM,Truck Containers Empty,80209,79543
US-Canada Border,02/01/2003 12:00:00 AM,Rail Containers Empty,34114,37288
US-Canada Border,02/01/2003 12:00:00 AM,Pedestrians,26054,19619
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Empty,24391,28207
US-Mexico Border,02/01/2003 12:00:00 AM,Buses,23672,18682
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Full,21310,22024
US-Canada Border,02/01/2003 12:00:00 AM,Train Passengers,14417,13016
US-Canada Border,02/01/2003 12:00:00 AM,Buses,10324,8284
US-Canada Border,02/01/2003 12:00:00 AM,Trains,2526,2552
US-Mexico Border,02/01/2003 12:00:00 AM,Train Passengers,807,1008
US-Mexico Border,02/01/2003 12:00:00 AM,Trains,600,678
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicle Passengers,15171517,14518971
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicles,6819908,6442351
US-Canada Border,02/01/2002 12:00:00 AM,Personal Vehicle Passengers,4269974,4484463
US-Mexico Border,02/01/2002 12:00:00 AM,Pedestrians,3812298,3700656
US-Canada Border,02/01/2002 12:00:00 AM,Personal Vehicles,2111234,2174289
US-Canada Border,02/01/2002 12:00:00 AM,Trucks,535575,494476
US-Canada Border,02/01/2002 12:00:00 AM,Truck Containers Full,443742,349851
US-Mexico Border,02/01/2002 12:00:00 AM,Trucks,351653,376042
US-Mexico Border,02/01/2002 12:00:00 AM,Bus Passengers,256992,230970
US-Canada Border,02/01/2002 12:00:00 AM,Bus Passengers,207948,182188
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Full,199816,229375
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Empty,154529,138341
US-Canada Border,02/01/2002 12:00:00 AM,Rail Containers Full,108409,99902
US-Canada Border,02/01/2002 12:00:00 AM,Truck Containers Empty,76207,79654
US-Canada Border,02/01/2002 12:00:00 AM,Rail Containers Empty,33117,37427
US-Canada Border,02/01/2002 12:00:00 AM,Pedestrians,28974,19307
US-Mexico Border,02/01/2002 12:00:00 AM,Buses,27005,18404
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Empty,24802,28320
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Full,19489,22109
US-Canada Border,02/01/2002 12:00:00 AM,Train Passengers,13536,12999
US-Canada Border,02/01/2002 12:00:00 AM,Buses,8178,8288
US-Canada Border,02/01/2002 12:00:00 AM,Trains,2531,2552
US-Mexico Border,02/01/2002 12:00:00 AM,Train Passengers,1404,994
US-Mexico Border,02/01/2002 12:00:00 AM,Trains,614,680
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,14368113
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,6410985
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,4972004,4467651
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,4295991,3680127
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2346471,2168351
US-Canada Border,02/01/2001 12:00:00 AM,Trucks,532495,493165
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,400615,348100
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,342476,377200
US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,279293,178840
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,223480,231228
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,184198,230933
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,140414,138269
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,103986,99761
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,75801,79787
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,32639,37592
US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,31587,18884
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,21678,18291
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,21198,28566
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,19367,22203
US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,14505,12947
US-Canada Border,02/01/2001 12:00:00 AM,Buses,10915,8197
US-Canada Border,02/01/2001 12:00:00 AM,Trains,2701,2547
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1294,984
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,523,685
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,19096013,14199259
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7221382,6382043
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,5442787,4432824
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869912,3673349
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,2478054,2157291
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,573543,490294
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,407153,345991
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377296,377196
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,268268,175646
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,209012,232022
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207573,231768
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,156041,137634
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,95618,99909
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,67966,80209
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,28036,37933
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,26137,18625
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,28654
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,22236
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20468,18214
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,15337,12861
US-Canada Border,02/01/2000 12:00:00 AM,Buses,11564,8077
US-Canada Border,02/01/2000 12:00:00 AM,Trains,2718,2541
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,980
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,517,691
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,18157552,14052656
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicles,6709102,6369929
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,5705666,4385682
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4171037,3654916
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicles,2396230,2148441
US-Canada Border,02/01/1999 12:00:00 AM,Trucks,524723,489019
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Full,422341,343163
US-Mexico Border,02/01/1999 12:00:00 AM,Trucks,338269,378638
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,280026,230244
US-Canada Border,02/01/1999 12:00:00 AM,Bus Passengers,223511,173873
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Full,179244,233713
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Empty,147307,137276
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Full,99877,99910
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Empty,62998,80847
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Empty,28366,38288
US-Canada Border,02/01/1999 12:00:00 AM,Pedestrians,24990,18389
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21748,18083
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Full,16394,22453
US-Canada Border,02/01/1999 12:00:00 AM,Train Passengers,14324,12807
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Empty,13720,29207
US-Canada Border,02/01/1999 12:00:00 AM,Buses,10174,7999
US-Canada Border,02/01/1999 12:00:00 AM,Trains,2713,2535
US-Mexico Border,02/01/1999 12:00:00 AM,Train Passengers,1280,969
US-Mexico Border,02/01/1999 12:00:00 AM,Trains,476,699
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,16969272,13940478
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicles,6316575,6371981
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,5876741,4328334
US-Mexico Border,02/01/1998 12:00:00 AM,Pedestrians,3627623,3655966
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicles,2507357,2134636
US-Canada Border,02/01/1998 12:00:00 AM,Trucks,490822,488950
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Full,318789,344101
US-Mexico Border,02/01/1998 12:00:00 AM,Trucks,309688,381290
US-Mexico Border,02/01/1998 12:00:00 AM,Bus Passengers,252030,229406
US-Canada Border,02/01/1998 12:00:00 AM,Bus Passengers,217992,172176
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Full,152599,236833
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Empty,131150,137512
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Full,69286,101088
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Empty,47429,82132
US-Canada Border,02/01/1998 12:00:00 AM,Pedestrians,25561,18113
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Empty,24278,38826
US-Mexico Border,02/01/1998 12:00:00 AM,Buses,19192,18040
US-Canada Border,02/01/1998 12:00:00 AM,Train Passengers,15453,12705
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Empty,12485,29850
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Full,11427,22877
US-Canada Border,02/01/1998 12:00:00 AM,Buses,10103,7918
US-Canada Border,02/01/1998 12:00:00 AM,Trains,4778,2448
US-Mexico Border,02/01/1998 12:00:00 AM,Train Passengers,704,979
US-Mexico Border,02/01/1998 12:00:00 AM,Trains,389,711
US-Mexico Border,02/01/1997 12:00:00 AM,Personal Vehicle Passengers,12745963,13988259
US-Canada Border,02/01/1997 12:00:00 AM,Personal Vehicle Passengers,6084033,4258106
US-Mexico Border,02/01/1997 12:00:00 AM,Personal Vehicles,5065977,6424222
US-Mexico Border,02/01/1997 12:00:00 AM,Pedestrians,3746280,3652353
US-Canada Border,02/01/1997 12:00:00 AM,Personal Vehicles,2614001,2115462
US-Canada Border,02/01/1997 12:00:00 AM,Trucks,463472,489969
US-Mexico Border,02/01/1997 12:00:00 AM,Trucks,290845,384908
US-Canada Border,02/01/1997 12:00:00 AM,Bus Passengers,223338,170130
US-Mexico Border,02/01/1997 12:00:00 AM,Truck Containers Full,122806,241394
US-Mexico Border,02/01/1997 12:00:00 AM,Bus Passengers,114864,233988
US-Mexico Border,02/01/1997 12:00:00 AM,Truck Containers Empty,107851,138698
US-Canada Border,02/01/1997 12:00:00 AM,Truck Containers Full,71702,354997
US-Canada Border,02/01/1997 12:00:00 AM,Pedestrians,17550,18136
US-Canada Border,02/01/1997 12:00:00 AM,Rail Containers Full,15494,104512
US-Canada Border,02/01/1997 12:00:00 AM,Truck Containers Empty,15204,84809
US-Mexico Border,02/01/1997 12:00:00 AM,Rail Containers Empty,13613,30500
US-Mexico Border,02/01/1997 12:00:00 AM,Rail Containers Full,12308,23300
US-Canada Border,02/01/1997 12:00:00 AM,Train Passengers,11158,12767
US-Canada Border,02/01/1997 12:00:00 AM,Buses,9184,7868
US-Mexico Border,02/01/1997 12:00:00 AM,Buses,9106,18397
US-Canada Border,02/01/1997 12:00:00 AM,Rail Containers Empty,6020,40139
US-Canada Border,02/01/1997 12:00:00 AM,Trains,2496,2446
US-Mexico Border,02/01/1997 12:00:00 AM,Train Passengers,1000,979
US-Mexico Border,02/01/1997 12:00:00 AM,Trains,755,709
US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,13555535,14006289
US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,6540141,4163021
US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,5058280,6481136
US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,2971647,3680716
US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,2567875,2096611
US-Canada Border,02/01/1996 12:00:00 AM,Trucks,434019,492300
US-Mexico Border,02/01/1996 12:00:00 AM,Trucks,258334,390181
US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,200148,168879
US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Full,140592,245594
US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,123305,364651
US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,120828,238703
US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Empty,101980,140228
US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,30544,107594
US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,22856,17939
US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,18958,87553
US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,11684,31284
US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,11656,12813
US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,11597,23787
US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,9918,41398
US-Canada Border,02/01/1996 12:00:00 AM,Buses,9780,7788
US-Mexico Border,02/01/1996 12:00:00 AM,Buses,8786,18798
US-Canada Border,02/01/1996 12:00:00 AM,Trains,2450,2446
US-Mexico Border,02/01/1996 12:00:00 AM,Train Passengers,987,978
US-Mexico Border,02/01/1996 12:00:00 AM,Trains,725,708
US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,11860567,14099581
US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicles,6301772,6488934
US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,3894421,3671424
US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,2928980,4216675
US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,1645776,2116213
US-Mexico Border,01/01/2019 12:00:00 AM,Trucks,544903,383454
US-Canada Border,01/01/2019 12:00:00 AM,Trucks,467770,493366
US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Full,395495,239076
US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,354429,365095
US-Mexico Border,01/01/2019 12:00:00 AM,Bus Passengers,195869,240565
US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Empty,155782,139552
US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Full,155660,105504
US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,124042,85966
US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,74112,172999
US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Empty,57862,40682
US-Mexico Border,01/01/2019 12:00:00 AM,Rail Containers Empty,50411,30452
US-Mexico Border,01/01/2019 12:00:00 AM,Rail Containers Full,32440,23411
US-Canada Border,01/01/2019 12:00:00 AM,Pedestrians,14412,18092
US-Mexico Border,01/01/2019 12:00:00 AM,Buses,13137,19044
US-Canada Border,01/01/2019 12:00:00 AM,Train Passengers,12902,12809
US-Canada Border,01/01/2019 12:00:00 AM,Buses,3903,7957
US-Canada Border,01/01/2019 12:00:00 AM,Trains,2033,2464
US-Mexico Border,01/01/2019 12:00:00 AM,Trains,994,696
US-Mexico Border,01/01/2019 12:00:00 AM,Train Passengers,847,984
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,12138597,14188717
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6406861,6492665
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3731985,3668672
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,3129055,4266112
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,1749770,2132869
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,517144,377378
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,475119,494196
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,358320,233656
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,350657,365751
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,158723,244285
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,155604,138822
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,147156,103611
